gene,name,GO,description,meta
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0009640,photomorphogenesis,P
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0005829,cytosol,C
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0008541,"proteasome regulatory particle, lid subcomplex",C
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0006096,glycolysis,P
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0042023,DNA endoreduplication,P
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0046686,response to cadmium ion,P
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0009506,plasmodesma,C
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0005634,nucleus,C
Locus_1698_Transcript_4_Length_2313_genewise_newlength_2313__CDS__143__1471.orfnuc.phy,26s proteasome regulatory particle non-atpase subunit 5a,GO:0005515,protein binding,F
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009750,response to fructose stimulus,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005774,vacuolar membrane,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009749,response to glucose stimulus,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005802,trans-Golgi network,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009744,response to sucrose stimulus,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009827,plant-type cell wall modification,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0002679,respiratory burst involved in defense response,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0080147,root hair cell development,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0010200,response to chitin,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005576,extracellular region,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005794,Golgi apparatus,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0043090,amino acid import,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0034976,response to endoplasmic reticulum stress,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0006888,ER to Golgi vesicle-mediated transport,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005768,endosome,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005783,endoplasmic reticulum,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0004656,procollagen-proline 4-dioxygenase activity,F
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005634,nucleus,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0018401,peptidyl-proline hydroxylation to 4-hydroxy-L-proline,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009860,pollen tube growth,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0009627,systemic acquired resistance,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005739,mitochondrion,C
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0005506,iron ion binding,F
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0055114,oxidation-reduction process,P
Locus_6998_Transcript_7_Length_1423_genewise_newlength_1326__CDS__257__1198.orfnuc.phy,2og-fe oxygenase family protein,GO:0031418,L-ascorbic acid binding,F
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0006623,protein targeting to vacuole,P
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0005737,cytoplasm,C
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0008408,3'-5' exonuclease activity,F
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0016192,vesicle-mediated transport,P
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0003723,RNA binding,F
Locus_24922_Transcript_1_Length_1067_genewise_newlength_1067__CDS__3__722.orfnuc.phy,3 -5 exonuclease and kh-i domain-containing protein,GO:0006139,nucleobase-containing compound metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0048767,root hair elongation,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0044272,sulfur compound biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009108,coenzyme biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009793,embryo development ending in seed dormancy,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0008652,cellular amino acid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009695,jasmonic acid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0000271,polysaccharide biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0043481,anthocyanin accumulation in tissues in response to UV light,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009825,multidimensional cell growth,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0016117,carotenoid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010114,response to red light,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010155,regulation of proton transport,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0048481,ovule development,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0030243,cellulose metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0005783,endoplasmic reticulum,C
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009072,aromatic amino acid family metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009805,coumarin biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0031408,oxylipin biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0016126,sterol biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009651,response to salt stress,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0022626,cytosolic ribosome,C
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010025,wax biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009644,response to high light intensity,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0042742,defense response to bacterium,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010027,thylakoid membrane organization,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009117,nucleotide metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009744,response to sucrose stimulus,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010345,suberin biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006636,unsaturated fatty acid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0048868,pollen tube development,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010218,response to far red light,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009637,response to blue light,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006084,acetyl-CoA metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009922,fatty acid elongase activity,F
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0016226,iron-sulfur cluster assembly,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006766,vitamin metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009813,flavonoid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0016132,brassinosteroid biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0080167,response to karrikin,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006733,oxidoreduction coenzyme metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0000096,sulfur amino acid metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009106,lipoate metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009932,cell tip growth,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009409,response to cold,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0019216,regulation of lipid metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0042335,cuticle development,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0007030,Golgi organization,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0015995,chlorophyll biosynthetic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0005634,nucleus,C
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006816,calcium ion transport,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009832,plant-type cell wall biogenesis,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0030497,fatty acid elongation,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0009611,response to wounding,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0016020,membrane,C
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0000038,very long-chain fatty acid metabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0005576,extracellular region,C
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0006546,glycine catabolic process,P
Locus_2327_Transcript_1_Length_1971_genewise_newlength_1971__CDS__186__1688.orfnuc.phy,3-ketoacyl- synthase 6,GO:0071555,cell wall organization,P
Locus_23197_Transcript_1_Length_1846_genewise_newlength_1846__CDS__392__1534.orfnuc.phy,3-methyladenine glycosylase i,GO:0008725,DNA-3-methyladenine glycosylase activity,F
Locus_23197_Transcript_1_Length_1846_genewise_newlength_1846__CDS__392__1534.orfnuc.phy,3-methyladenine glycosylase i,GO:0006306,DNA methylation,P
Locus_23197_Transcript_1_Length_1846_genewise_newlength_1846__CDS__392__1534.orfnuc.phy,3-methyladenine glycosylase i,GO:0005634,nucleus,C
Locus_23197_Transcript_1_Length_1846_genewise_newlength_1846__CDS__392__1534.orfnuc.phy,3-methyladenine glycosylase i,GO:0006284,base-excision repair,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0016208,AMP binding,F
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0009628,response to abiotic stimulus,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0019438,aromatic compound biosynthetic process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0009570,chloroplast stroma,C
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0050832,defense response to fungus,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0050203,oxalate-CoA ligase activity,F
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0005829,cytosol,C
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0016043,cellular component organization,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0033611,oxalate catabolic process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0009506,plasmodesma,C
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0010030,positive regulation of seed germination,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0010214,seed coat development,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0046482,para-aminobenzoic acid metabolic process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0010167,response to nitrate,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0005739,mitochondrion,C
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0044763,single-organism cellular process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0046394,carboxylic acid biosynthetic process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0009698,phenylpropanoid metabolic process,P
Locus_4227_Transcript_5_Length_2844_genewise_newlength_1967__CDS__135__1697.orfnuc.phy,4-coumarate-- ligase 1,GO:0046686,response to cadmium ion,P
