gene,name,GO,description,meta
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0008652,cellular amino acid biosynthetic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009409,response to cold,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0043412,macromolecule modification,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0065008,regulation of biological quality,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0001708,cell fate specification,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009722,detection of cytokinin stimulus,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0005886,plasma membrane,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009506,plasmodesma,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0007059,chromosome segregation,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010089,xylem development,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0044272,sulfur compound biosynthetic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010094,specification of carpel identity,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0005739,mitochondrion,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010076,maintenance of floral meristem identity,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0005634,nucleus,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0006563,L-serine metabolic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0008610,lipid biosynthetic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009891,positive regulation of biosynthetic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0044802,single-organism membrane organization,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009862,"systemic acquired resistance, salicylic acid mediated signaling pathway",P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009534,chloroplast thylakoid,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010051,xylem and phloem pattern formation,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009723,response to ethylene stimulus,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0051186,cofactor metabolic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010201,response to continuous far red light stimulus by the high-irradiance response system,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0010228,vegetative to reproductive phase transition of meristem,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0008266,poly(U) RNA binding,F
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0048481,ovule development,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0048046,apoplast,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0009853,photorespiration,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0022626,cytosolic ribosome,C
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0006259,DNA metabolic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0070918,production of small RNA involved in gene silencing by RNA,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0006631,fatty acid metabolic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0000096,sulfur amino acid metabolic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0016246,RNA interference,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0033554,cellular response to stress,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0080006,internode patterning,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0072330,monocarboxylic acid biosynthetic process,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0051276,chromosome organization,P
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0043565,sequence-specific DNA binding,F
Locus_2163_Transcript_9_Length_3202_genewise_newlength_3202__CDS__1059__2432,bel1-like homeodomain 1,GO:0006342,chromatin silencing,P
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0031063,regulation of histone deacetylation,P
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0009611,response to wounding,P
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0043565,sequence-specific DNA binding,F
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0004518,nuclease activity,F
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0045892,"negative regulation of transcription, DNA-dependent",P
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0050832,defense response to fungus,P
Locus_7006_Transcript_4_Length_1026_genewise_newlength_724__CDS__3__494,bifunctional nuclease 1,GO:0005515,protein binding,F
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0016328,lateral plasma membrane,C
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0015706,nitrate transport,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0080139,borate efflux transmembrane transporter activity,F
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0010106,cellular response to iron ion starvation,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0005768,endosome,C
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0052546,cell wall pectin metabolic process,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0006826,iron ion transport,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0010167,response to nitrate,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0043674,columella,C
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0005773,vacuole,C
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0080029,cellular response to boron-containing substance levels,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0015301,anion:anion antiporter activity,F
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0046713,borate transport,P
Locus_23057_Transcript_7_Length_3899_genewise_newlength_3792__CDS__1438__3555,boron transporter 1,GO:0052541,plant-type cell wall cellulose metabolic process,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009750,response to fructose stimulus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009749,response to glucose stimulus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009744,response to sucrose stimulus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009739,response to gibberellin stimulus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0005515,protein binding,F
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009414,response to water deprivation,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0000911,cytokinesis by cell plate formation,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009873,ethylene mediated signaling pathway,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0010200,response to chitin,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009651,response to salt stress,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0010389,regulation of G2/M transition of mitotic cell cycle,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0048453,sepal formation,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:2000022,regulation of jasmonic acid mediated signaling pathway,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0050832,defense response to fungus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0006863,purine nucleobase transport,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0042742,defense response to bacterium,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0051225,spindle assembly,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:2000031,regulation of salicylic acid mediated signaling pathway,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0005737,cytoplasm,C
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0010183,pollen tube guidance,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0045697,regulation of synergid differentiation,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0010090,trichome morphogenesis,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0000303,response to superoxide,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0003713,transcription coactivator activity,F
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0048527,lateral root development,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0048451,petal formation,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0003677,DNA binding,F
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0051302,regulation of cell division,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0046686,response to cadmium ion,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0032875,regulation of DNA endoreduplication,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0003700,sequence-specific DNA binding transcription factor activity,F
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009737,response to abscisic acid stimulus,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0045893,"positive regulation of transcription, DNA-dependent",P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0000280,nuclear division,P
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0005634,nucleus,C
Locus_34515_Transcript_1_Length_1787_genewise_newlength_1787__CDS__133__1308,c-myb-like transcription factor myb3r3,GO:0009733,response to auxin stimulus,P
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0006401,RNA catabolic process,P
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0004521,endoribonuclease activity,F
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0090305,nucleic acid phosphodiester bond hydrolysis,P
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0006308,DNA catabolic process,P
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0005886,plasma membrane,C
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0004520,endodeoxyribonuclease activity,F
Locus_25027_Transcript_2_Length_1965_genewise_newlength_1294__CDS__116__1114,ca(2+)-dependent nuclease,GO:0003676,nucleic acid binding,F
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0048767,root hair elongation,P
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0009414,response to water deprivation,P
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0009697,salicylic acid biosynthetic process,P
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0009827,plant-type cell wall modification,P
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0006499,N-terminal protein myristoylation,P
Locus_13196_Transcript_1_Length_2689_genewise_newlength_2689__CDS__785__2509,calcium dependent protein kinase 1,GO:0005777,peroxisome,C
